id_transakcji,id_klienta,data_transakcji,metoda_platnosci,status
T00000445,K000708,2023-01-02,PayPal,Zrealizowane
T00000446,K000738,2023-01-02,Przelew bankowy,Zrealizowane
T00000447,K000599,2023-01-02,Karta kredytowa,Zrealizowane
T00000448,K000570,2023-01-02,Karta kredytowa,Zrealizowane
T00000449,K000995,2023-01-02,Przelew bankowy,Zrealizowane
T00000450,K000412,2023-01-02,BLIK,Zrealizowane
T00000451,K000479,2023-01-02,Karta kredytowa,Zrealizowane
T00000452,K000682,2023-01-02,BLIK,Zwrócone
T00000453,K000097,2023-01-02,PayPal,Zrealizowane
T00000454,K000658,2023-01-02,Karta kredytowa,Anulowane
T00000455,K000901,2023-01-02,Karta kredytowa,Zrealizowane
T00000456,K000393,2023-01-02,Karta kredytowa,W trakcie realizacji
T00000457,K000468,2023-01-02,Karta kredytowa,Zrealizowane
T00000458,K000870,2023-01-02,Karta kredytowa,Zrealizowane
T00000459,K000371,2023-01-02,Karta kredytowa,Zrealizowane
T00000460,K000393,2023-01-02,Przelew bankowy,Zrealizowane
T00000461,K000018,2023-01-02,PayPal,Zrealizowane
T00000462,K000184,2023-01-02,Przelew bankowy,Zrealizowane
T00000463,K000143,2023-01-02,Karta kredytowa,Zrealizowane
T00000464,K000463,2023-01-02,Karta kredytowa,Zrealizowane
T00000465,K000507,2023-01-02,PayPal,Zrealizowane
T00000466,K000334,2023-01-02,Karta kredytowa,Zrealizowane
T00000467,K000062,2023-01-02,Przelew bankowy,Zrealizowane
T00000468,K000163,2023-01-02,PayPal,Zrealizowane
T00000469,K000552,2023-01-02,BLIK,Zrealizowane
T00000470,K000179,2023-01-02,Karta kredytowa,W trakcie realizacji
T00000471,K000235,2023-01-02,Karta kredytowa,Zrealizowane
T00000472,K000892,2023-01-02,PayPal,Zrealizowane
T00000473,K000060,2023-01-02,Karta kredytowa,Zrealizowane
T00000474,K000228,2023-01-02,PayPal,Zrealizowane
T00000475,K000239,2023-01-02,Karta kredytowa,Zrealizowane
T00000476,K000568,2023-01-02,Przelew bankowy,Zrealizowane
T00000477,K000746,2023-01-02,Karta kredytowa,Zrealizowane
T00000478,K000084,2023-01-02,BLIK,Anulowane
T00000479,K000715,2023-01-02,Karta kredytowa,Zrealizowane
T00000480,K000041,2023-01-02,PayPal,Zrealizowane
T00000481,K000438,2023-01-02,Karta kredytowa,Zrealizowane
T00000482,K000529,2023-01-02,Karta kredytowa,Zrealizowane
T00000483,K000105,2023-01-02,Przelew bankowy,Zrealizowane
T00000484,K000537,2023-01-02,Przelew bankowy,Zrealizowane
T00000485,K000382,2023-01-02,Przelew bankowy,Zwrócone
T00000486,K000093,2023-01-02,PayPal,Zrealizowane
T00000487,K000215,2023-01-02,Płatność przy odbiorze,Zrealizowane
T00000488,K000905,2023-01-02,Karta kredytowa,Zrealizowane
T00000489,K000696,2023-01-02,Karta kredytowa,Zrealizowane
T00000490,K000217,2023-01-02,Płatność przy odbiorze,Zrealizowane
T00000491,K000489,2023-01-02,Płatność przy odbiorze,Zrealizowane
T00000492,K000151,2023-01-02,PayPal,Zrealizowane
T00000493,K000374,2023-01-02,Karta kredytowa,Zrealizowane
T00000494,K000770,2023-01-02,Karta kredytowa,Zrealizowane
T00000495,K000813,2023-01-02,PayPal,Zwrócone
T00000496,K000631,2023-01-02,Przelew bankowy,Zrealizowane
T00000497,K000449,2023-01-02,Karta kredytowa,Zrealizowane
T00000498,K000422,2023-01-02,PayPal,Zrealizowane
T00000499,K000646,2023-01-02,Karta kredytowa,Zrealizowane
T00000500,K000944,2023-01-02,BLIK,Zrealizowane
T00000501,K000940,2023-01-02,PayPal,Zrealizowane
T00000502,K000207,2023-01-02,Płatność przy odbiorze,Zrealizowane
T00000503,K000775,2023-01-02,Przelew bankowy,Zrealizowane
T00000504,K000834,2023-01-02,PayPal,Zrealizowane
T00000505,K000702,2023-01-02,Karta kredytowa,Zrealizowane
T00000506,K000670,2023-01-02,PayPal,Zrealizowane
T00000507,K000477,2023-01-02,Karta kredytowa,Zrealizowane
T00000508,K000588,2023-01-02,BLIK,Zrealizowane
T00000509,K000564,2023-01-02,Karta kredytowa,Zrealizowane
T00000510,K000226,2023-01-02,BLIK,Zrealizowane
T00000511,K000606,2023-01-02,Karta kredytowa,Zrealizowane
T00000512,K000804,2023-01-02,Karta kredytowa,Zrealizowane
T00000513,K000803,2023-01-02,Karta kredytowa,Zrealizowane
T00000514,K000834,2023-01-02,Przelew bankowy,Anulowane
T00000515,K000690,2023-01-02,PayPal,Zrealizowane
T00000516,K000387,2023-01-02,Karta kredytowa,Zrealizowane
T00000517,K000106,2023-01-02,Karta kredytowa,Zrealizowane
T00000518,K000076,2023-01-02,Karta kredytowa,Anulowane
T00000519,K000516,2023-01-02,Karta kredytowa,W trakcie realizacji
T00000520,K000823,2023-01-02,BLIK,Anulowane
T00000521,K000948,2023-01-02,PayPal,Anulowane
T00000522,K000187,2023-01-02,Karta kredytowa,Zrealizowane
T00000523,K000967,2023-01-02,Karta kredytowa,Zwrócone
T00000524,K000532,2023-01-02,Karta kredytowa,Zrealizowane
T00000525,K000275,2023-01-02,Przelew bankowy,Zrealizowane
T00000526,K000648,2023-01-02,BLIK,Zrealizowane
T00000527,K000963,2023-01-02,Przelew bankowy,Zrealizowane
T00000528,K000539,2023-01-02,Przelew bankowy,Zrealizowane
T00000529,K000975,2023-01-02,Karta kredytowa,Anulowane
T00000530,K000648,2023-01-02,Płatność przy odbiorze,Zrealizowane
T00000531,K000018,2023-01-02,Karta kredytowa,Zwrócone
T00000532,K000285,2023-01-02,BLIK,Zrealizowane
T00000533,K000302,2023-01-02,Karta kredytowa,Zrealizowane
T00000534,K000499,2023-01-02,Karta kredytowa,Zrealizowane
T00000535,K000932,2023-01-03,PayPal,Zrealizowane
T00000536,K000899,2023-01-03,Karta kredytowa,Zrealizowane
T00000537,K000905,2023-01-03,Karta kredytowa,Zwrócone
T00000538,K000650,2023-01-03,Karta kredytowa,Zrealizowane
T00000539,K000744,2023-01-03,PayPal,Zrealizowane
T00000540,K000852,2023-01-03,Przelew bankowy,Zwrócone
T00000541,K000962,2023-01-03,Karta kredytowa,Zrealizowane
T00000542,K000257,2023-01-03,Karta kredytowa,Zrealizowane
T00000543,K000219,2023-01-03,Przelew bankowy,Zrealizowane
T00000544,K000644,2023-01-03,PayPal,Anulowane
T00000545,K000944,2023-01-03,PayPal,Zrealizowane
T00000546,K000357,2023-01-03,Płatność przy odbiorze,Zrealizowane
T00000547,K000256,2023-01-03,PayPal,Zrealizowane
T00000548,K000608,2023-01-03,Karta kredytowa,Zrealizowane
T00000549,K000274,2023-01-03,PayPal,Zrealizowane
T00000550,K000334,2023-01-03,BLIK,Zrealizowane
T00000551,K000813,2023-01-03,PayPal,Zrealizowane
T00000552,K000368,2023-01-03,PayPal,Zrealizowane
T00000553,K000015,2023-01-03,PayPal,Zrealizowane
T00000554,K000179,2023-01-03,PayPal,Zrealizowane
T00000555,K000445,2023-01-03,Karta kredytowa,Zrealizowane
T00000556,K000772,2023-01-03,Karta kredytowa,Zrealizowane
T00000557,K000403,2023-01-03,PayPal,Zrealizowane
T00000558,K000088,2023-01-03,Karta kredytowa,Zrealizowane
T00000559,K000094,2023-01-03,BLIK,Zrealizowane
T00000560,K000845,2023-01-03,Karta kredytowa,Zrealizowane
T00000561,K000395,2023-01-03,Karta kredytowa,Anulowane
T00000562,K000028,2023-01-03,Karta kredytowa,Zrealizowane
T00000563,K000697,2023-01-03,PayPal,Zrealizowane
T00000564,K000075,2023-01-03,PayPal,Zrealizowane
T00000565,K000054,2023-01-03,PayPal,Zrealizowane
T00000566,K000321,2023-01-03,Karta kredytowa,Anulowane
T00000567,K000559,2023-01-03,PayPal,Zrealizowane
T00000568,K000760,2023-01-03,Przelew bankowy,Zrealizowane
T00000569,K000234,2023-01-03,PayPal,Zrealizowane
T00000570,K000630,2023-01-03,PayPal,Zwrócone
T00000571,K000772,2023-01-03,Karta kredytowa,Zrealizowane
T00000572,K000230,2023-01-03,BLIK,Zrealizowane
T00000573,K000802,2023-01-03,PayPal,Zrealizowane
T00000574,K000753,2023-01-03,BLIK,Zrealizowane
T00000575,K000332,2023-01-03,PayPal,W trakcie realizacji
T00000576,K000694,2023-01-03,Karta kredytowa,Zrealizowane
T00000577,K000472,2023-01-03,Karta kredytowa,Zrealizowane
T00000578,K000317,2023-01-03,PayPal,Zrealizowane
T00000579,K000101,2023-01-03,PayPal,Zrealizowane
T00000580,K000248,2023-01-03,Przelew bankowy,W trakcie realizacji
T00000581,K000480,2023-01-03,Karta kredytowa,Zrealizowane
T00000582,K000979,2023-01-03,Karta kredytowa,Zrealizowane
T00000583,K000861,2023-01-03,Karta kredytowa,Zrealizowane
T00000584,K000870,2023-01-03,BLIK,Zrealizowane
T00000585,K000625,2023-01-03,Karta kredytowa,Zrealizowane
T00000586,K000221,2023-01-03,Karta kredytowa,Zrealizowane
T00000587,K000339,2023-01-03,PayPal,Zrealizowane
T00000588,K000148,2023-01-03,PayPal,Zrealizowane
T00000589,K000899,2023-01-03,BLIK,Zrealizowane
T00000590,K000296,2023-01-03,Karta kredytowa,Zrealizowane
T00000591,K000709,2023-01-03,Karta kredytowa,Zrealizowane
T00000592,K000407,2023-01-03,Karta kredytowa,W trakcie realizacji
T00000593,K000581,2023-01-03,PayPal,Zrealizowane
T00000594,K000478,2023-01-03,Karta kredytowa,Zrealizowane
T00000595,K000800,2023-01-03,Karta kredytowa,Zrealizowane
T00000596,K000024,2023-01-03,BLIK,Zrealizowane
T00000597,K000881,2023-01-03,BLIK,Zwrócone
T00000598,K000947,2023-01-03,BLIK,Zrealizowane
T00000599,K000883,2023-01-03,Przelew bankowy,Zwrócone
T00000600,K000186,2023-01-03,Karta kredytowa,Zrealizowane
T00000601,K000170,2023-01-03,Karta kredytowa,W trakcie realizacji
T00000602,K000803,2023-01-03,Przelew bankowy,Zrealizowane
T00000603,K000544,2023-01-03,PayPal,Zrealizowane
T00000604,K000438,2023-01-03,PayPal,Zrealizowane
T00000605,K000301,2023-01-03,Przelew bankowy,Zrealizowane
T00000606,K000688,2023-01-03,BLIK,W trakcie realizacji
T00000607,K000364,2023-01-03,PayPal,Zwrócone
T00000608,K000854,2023-01-03,Karta kredytowa,Zrealizowane
T00000609,K000981,2023-01-03,Karta kredytowa,Zwrócone
T00000610,K000988,2023-01-03,PayPal,Zrealizowane
T00000611,K000177,2023-01-03,Przelew bankowy,Zrealizowane
T00000612,K000802,2023-01-03,Karta kredytowa,Anulowane
T00000613,K000144,2023-01-03,Karta kredytowa,Zrealizowane
T00000614,K000523,2023-01-03,Płatność przy odbiorze,Zwrócone
T00000615,K000481,2023-01-03,PayPal,Zrealizowane
T00000616,K000492,2023-01-03,Karta kredytowa,Zrealizowane
T00000617,K000486,2023-01-03,Karta kredytowa,Zrealizowane
T00000618,K000659,2023-01-03,BLIK,Zrealizowane
T00000619,K000860,2023-01-03,BLIK,Zrealizowane
T00000620,K000925,2023-01-03,PayPal,Anulowane
T00000621,K000485,2023-01-03,PayPal,Zrealizowane
T00000622,K000822,2023-01-03,Płatność przy odbiorze,Zrealizowane
T00000623,K000437,2023-01-03,Karta kredytowa,Zrealizowane
T00000624,K000195,2023-01-03,PayPal,Zrealizowane
T00000625,K000466,2023-01-03,Karta kredytowa,Zrealizowane
T00000626,K000978,2023-01-03,PayPal,Zrealizowane
T00000627,K000076,2023-01-03,Karta kredytowa,Zwrócone
T00000628,K000978,2023-01-03,BLIK,Zrealizowane
T00000629,K000160,2023-01-03,Karta kredytowa,Anulowane
T00000630,K000490,2023-01-03,BLIK,Zrealizowane
T00000631,K000100,2023-01-03,Przelew bankowy,Zrealizowane
T00000632,K000116,2023-01-03,Karta kredytowa,Zrealizowane
T00000633,K000380,2023-01-03,Płatność przy odbiorze,Zrealizowane
T00000634,K000595,2023-01-03,PayPal,Zrealizowane
T00000635,K000824,2023-01-03,PayPal,Zrealizowane
T00000636,K000063,2023-01-03,Karta kredytowa,Zrealizowane
T00000637,K000132,2023-01-03,PayPal,Zrealizowane
T00000638,K000248,2023-01-03,Karta kredytowa,Zrealizowane
T00000639,K000395,2023-01-03,Karta kredytowa,Zrealizowane
T00000640,K000643,2023-01-03,Karta kredytowa,Anulowane
T00000641,K000411,2023-01-03,Karta kredytowa,Zrealizowane
T00000642,K000879,2023-01-03,Przelew bankowy,Zrealizowane
T00000643,K000976,2023-01-03,Przelew bankowy,Zrealizowane
T00000644,K000428,2023-01-03,Karta kredytowa,Zrealizowane
T00000645,K000914,2023-01-03,Przelew bankowy,Zrealizowane
T00000646,K000670,2023-01-03,PayPal,Zrealizowane
T00000647,K000728,2023-01-03,Karta kredytowa,Zrealizowane
T00000648,K000326,2023-01-03,Karta kredytowa,Zrealizowane
T00000649,K000943,2023-01-03,Przelew bankowy,Zrealizowane
T00000650,K000546,2023-01-03,Przelew bankowy,W trakcie realizacji
T00000651,K000375,2023-01-03,Karta kredytowa,Zrealizowane
T00000652,K000844,2023-01-03,Karta kredytowa,Zrealizowane
T00000653,K000298,2023-01-03,Karta kredytowa,Zrealizowane
T00000654,K000279,2023-01-03,Przelew bankowy,Zwrócone
T00000655,K000996,2023-01-03,BLIK,Zrealizowane
T00000656,K000296,2023-01-03,PayPal,W trakcie realizacji
T00000657,K000527,2023-01-03,Karta kredytowa,Zrealizowane
T00000658,K000115,2023-01-03,PayPal,Zrealizowane
T00000659,K000976,2023-01-03,Płatność przy odbiorze,Zrealizowane
T00000660,K000493,2023-01-03,BLIK,Zrealizowane
T00000661,K000057,2023-01-03,Płatność przy odbiorze,Zwrócone
T00000662,K000879,2023-01-03,PayPal,Zrealizowane
T00000663,K000142,2023-01-03,PayPal,Zrealizowane
T00000664,K000719,2023-01-03,BLIK,Zrealizowane
T00000665,K000652,2023-01-03,BLIK,Zrealizowane
T00000666,K000619,2023-01-03,Karta kredytowa,Zrealizowane
T00000667,K000885,2023-01-03,Przelew bankowy,Zrealizowane
T00000668,K000803,2023-01-03,BLIK,Zrealizowane
T00000669,K000409,2023-01-03,BLIK,Zrealizowane
T00000670,K000078,2023-01-03,Przelew bankowy,Anulowane
T00000671,K000002,2023-01-03,PayPal,Zrealizowane
T00000672,K000786,2023-01-03,Przelew bankowy,Zrealizowane
T00000673,K000035,2023-01-03,PayPal,Zrealizowane
T00000674,K000777,2023-01-03,Karta kredytowa,Zrealizowane
T00000675,K000395,2023-01-03,Karta kredytowa,Zrealizowane
T00000676,K000218,2023-01-03,PayPal,Zrealizowane
T00000677,K000067,2023-01-03,PayPal,Zrealizowane
T00000678,K000069,2023-01-03,PayPal,Anulowane
T00000679,K000224,2023-01-03,Karta kredytowa,Zrealizowane
T00000680,K000361,2023-01-03,PayPal,Zrealizowane
T00000681,K000458,2023-01-03,PayPal,Zrealizowane
T00000682,K000294,2023-01-03,BLIK,W trakcie realizacji
T00000683,K000326,2023-01-03,PayPal,Zrealizowane
T00000684,K000203,2023-01-03,Przelew bankowy,Zrealizowane
T00000685,K000593,2023-01-03,Karta kredytowa,W trakcie realizacji
T00000686,K000955,2023-01-03,Karta kredytowa,Zrealizowane
T00000687,K000578,2023-01-03,Karta kredytowa,Zrealizowane
T00000688,K000297,2023-01-03,BLIK,Zrealizowane
T00000689,K000792,2023-01-03,PayPal,Zrealizowane
T00000690,K000946,2023-01-03,PayPal,Zrealizowane
T00000691,K000261,2023-01-03,Przelew bankowy,Zrealizowane
T00000692,K000789,2023-01-03,Karta kredytowa,Zrealizowane
T00000693,K000518,2023-01-03,Karta kredytowa,Zrealizowane
T00000694,K000132,2023-01-03,Karta kredytowa,Zrealizowane
T00000695,K000777,2023-01-03,Karta kredytowa,Zrealizowane
T00000696,K000325,2023-01-03,Karta kredytowa,Zrealizowane
T00000697,K000068,2023-01-03,Płatność przy odbiorze,Zrealizowane
T00000698,K000126,2023-01-03,PayPal,Zwrócone
T00000699,K000393,2023-01-03,PayPal,Zrealizowane
T00000700,K000402,2023-01-03,PayPal,Zrealizowane
T00000701,K000827,2023-01-03,Karta kredytowa,Zrealizowane
T00000702,K000683,2023-01-03,Płatność przy odbiorze,Zrealizowane
T00000703,K000336,2023-01-03,Płatność przy odbiorze,Zrealizowane
T00000704,K000962,2023-01-03,Przelew bankowy,Zrealizowane
T00000705,K000029,2023-01-03,Karta kredytowa,Zrealizowane
T00000706,K000688,2023-01-03,BLIK,Zrealizowane
T00000707,K000819,2023-01-03,Karta kredytowa,Zrealizowane
T00000708,K000938,2023-01-03,PayPal,Zrealizowane
T00000709,K000804,2023-01-03,PayPal,Zrealizowane
T00000710,K000844,2023-01-03,Karta kredytowa,Anulowane
T00000711,K000617,2023-01-03,BLIK,Anulowane
T00000712,K000045,2023-01-03,Płatność przy odbiorze,Zrealizowane
T00000713,K000101,2023-01-03,BLIK,Zrealizowane
T00000714,K000226,2023-01-03,Karta kredytowa,Zrealizowane
T00000715,K000419,2023-01-03,Karta kredytowa,Zrealizowane
T00000716,K000616,2023-01-03,Płatność przy odbiorze,Zrealizowane
T00000717,K000262,2023-01-03,Karta kredytowa,Zrealizowane
T00000718,K000765,2023-01-03,PayPal,Zrealizowane
T00000719,K000677,2023-01-03,PayPal,Zrealizowane
T00000720,K000292,2023-01-03,Karta kredytowa,Zrealizowane
T00000721,K000212,2023-01-03,BLIK,Zrealizowane
T00000722,K000656,2023-01-03,Karta kredytowa,Zrealizowane
T00000723,K000456,2023-01-03,PayPal,Zrealizowane
T00000724,K000236,2023-01-03,Karta kredytowa,Zwrócone
T00000725,K000534,2023-01-03,PayPal,Zrealizowane
T00000726,K000069,2023-01-03,Karta kredytowa,Zrealizowane
T00000727,K000581,2023-01-03,PayPal,Zrealizowane
T00000728,K000246,2023-01-03,Płatność przy odbiorze,Anulowane
T00000729,K000575,2023-01-03,BLIK,Zwrócone
T00000730,K000237,2023-01-03,PayPal,Zrealizowane
T00000731,K000331,2023-01-03,Przelew bankowy,Zwrócone
T00000732,K000363,2023-01-03,BLIK,Zrealizowane
T00000733,K000531,2023-01-03,PayPal,Zrealizowane
T00000734,K000743,2023-01-03,PayPal,Zrealizowane
T00000735,K000465,2023-01-03,BLIK,Zrealizowane
T00000736,K000229,2023-01-03,PayPal,Zrealizowane
T00000737,K000870,2023-01-03,Karta kredytowa,Zrealizowane
T00000738,K000509,2023-01-03,Przelew bankowy,Zrealizowane
T00000739,K000382,2023-01-03,Karta kredytowa,Anulowane
T00000740,K000127,2023-01-03,BLIK,Zrealizowane
T00000741,K000658,2023-01-03,Przelew bankowy,Zrealizowane
T00000742,K000882,2023-01-03,BLIK,Zrealizowane
T00000743,K000841,2023-01-03,Karta kredytowa,Zrealizowane
T00000744,K000114,2023-01-03,Płatność przy odbiorze,Zrealizowane
T00000745,K000243,2023-01-03,PayPal,Zrealizowane
T00000746,K000145,2023-01-03,BLIK,Zrealizowane
T00000747,K000553,2023-01-03,PayPal,Zrealizowane
T00000748,K000673,2023-01-03,Karta kredytowa,Zrealizowane
T00000749,K000980,2023-01-03,Karta kredytowa,Zrealizowane
T00000750,K000439,2023-01-03,Karta kredytowa,Zrealizowane
T00000751,K000338,2023-01-03,PayPal,Zrealizowane
T00000752,K000408,2023-01-03,Karta kredytowa,Zrealizowane
T00000753,K000589,2023-01-03,PayPal,Zrealizowane
T00000754,K000168,2023-01-03,PayPal,Anulowane
T00000755,K000796,2023-01-03,PayPal,Zrealizowane
T00000756,K000622,2023-01-03,Karta kredytowa,Zrealizowane
T00000757,K000707,2023-01-03,PayPal,Zrealizowane
T00000758,K000740,2023-01-03,BLIK,Zrealizowane
T00000759,K000971,2023-01-03,PayPal,Zrealizowane
T00000760,K000167,2023-01-03,Karta kredytowa,Zwrócone
T00000761,K000533,2023-01-03,PayPal,Zrealizowane
T00000762,K000165,2023-01-03,PayPal,Zrealizowane
T00000763,K000642,2023-01-03,Karta kredytowa,Zrealizowane
T00000764,K000262,2023-01-03,Karta kredytowa,Zrealizowane
T00000765,K000564,2023-01-03,PayPal,Zrealizowane
T00000766,K000261,2023-01-03,Karta kredytowa,Zrealizowane
T00000767,K000175,2023-01-03,Karta kredytowa,Zrealizowane
T00000768,K000811,2023-01-03,PayPal,Zrealizowane
T00000769,K000096,2023-01-03,Karta kredytowa,Zrealizowane
T00000770,K000357,2023-01-03,Karta kredytowa,Zrealizowane
T00000771,K000370,2023-01-03,Przelew bankowy,Zrealizowane
T00000772,K000552,2023-01-03,PayPal,Zrealizowane
T00000773,K000907,2023-01-03,BLIK,Zrealizowane
T00000774,K000721,2023-01-03,BLIK,Zrealizowane
T00000775,K000142,2023-01-03,BLIK,Zrealizowane
T00000776,K000770,2023-01-03,Karta kredytowa,Zrealizowane
T00000777,K000167,2023-01-03,PayPal,Zrealizowane
T00000778,K000703,2023-01-03,PayPal,Zrealizowane
T00000779,K000319,2023-01-03,BLIK,Zrealizowane
T00000780,K000631,2023-01-03,PayPal,Zrealizowane
T00000781,K000658,2023-01-03,Karta kredytowa,Zrealizowane
T00000782,K000993,2023-01-03,PayPal,Zwrócone
T00000783,K000862,2023-01-03,Karta kredytowa,Zrealizowane
T00000784,K000335,2023-01-03,BLIK,Zrealizowane
T00000785,K000989,2023-01-03,PayPal,Zrealizowane
T00000786,K000474,2023-01-03,PayPal,W trakcie realizacji
T00000787,K000641,2023-01-03,Karta kredytowa,Zrealizowane
T00000788,K000145,2023-01-03,PayPal,Zrealizowane
T00000789,K000054,2023-01-03,PayPal,Zwrócone
T00000790,K000122,2023-01-03,PayPal,Zrealizowane
T00000791,K000124,2023-01-03,BLIK,Anulowane
T00000792,K000167,2023-01-03,Przelew bankowy,Zrealizowane
T00000793,K000944,2023-01-03,PayPal,Zrealizowane
T00000794,K000834,2023-01-03,BLIK,Zrealizowane
T00000795,K000655,2023-01-03,Karta kredytowa,Zrealizowane
T00000796,K000022,2023-01-03,PayPal,Zrealizowane
T00000797,K000276,2023-01-03,PayPal,Zrealizowane
T00000798,K000861,2023-01-03,PayPal,Zrealizowane
T00000799,K000985,2023-01-03,Karta kredytowa,Zrealizowane
T00000800,K000939,2023-01-03,Karta kredytowa,Zrealizowane
T00000801,K000952,2023-01-03,PayPal,Zrealizowane
T00000802,K000408,2023-01-03,Karta kredytowa,Zwrócone
T00000803,K000482,2023-01-03,Karta kredytowa,Zrealizowane
T00000804,K000299,2023-01-03,Karta kredytowa,Zrealizowane
T00000805,K000277,2023-01-03,PayPal,Zrealizowane
T00000806,K000816,2023-01-03,Karta kredytowa,Zrealizowane
T00000807,K000322,2023-01-03,Płatność przy odbiorze,Zrealizowane
T00000808,K000115,2023-01-03,Przelew bankowy,Zrealizowane
T00000809,K000272,2023-01-03,Karta kredytowa,Zrealizowane
T00000810,K000168,2023-01-03,PayPal,W trakcie realizacji
T00000811,K000789,2023-01-03,Karta kredytowa,Zrealizowane
T00000812,K000436,2023-01-03,BLIK,Anulowane
T00000813,K000869,2023-01-03,Karta kredytowa,Zrealizowane
T00000814,K000264,2023-01-03,Karta kredytowa,Zrealizowane
T00000815,K000250,2023-01-03,Przelew bankowy,W trakcie realizacji
T00000816,K000462,2023-01-03,Karta kredytowa,Zrealizowane
T00000817,K000878,2023-01-03,PayPal,Zrealizowane
T00000818,K000439,2023-01-03,BLIK,Zrealizowane
T00000819,K000767,2023-01-03,Przelew bankowy,W trakcie realizacji
T00000820,K000342,2023-01-03,Karta kredytowa,Zrealizowane
T00000821,K000466,2023-01-04,BLIK,Zrealizowane
T00000822,K000058,2023-01-04,Karta kredytowa,Zrealizowane
T00000823,K000005,2023-01-04,PayPal,Anulowane
T00000824,K000938,2023-01-04,PayPal,Zrealizowane
T00000825,K000623,2023-01-04,Karta kredytowa,Zrealizowane
T00000826,K000877,2023-01-04,PayPal,Zrealizowane
T00000827,K000798,2023-01-04,PayPal,W trakcie realizacji
